,area_fips,area_title_2020,agglvl_title_2020,annual_avg_estabs_count_2020,annual_avg_emplvl_2020,total_annual_wages_2020,taxable_annual_wages_2020,annual_contributions_2020,annual_avg_wkly_wage_2020,avg_annual_pay_2020,oty_annual_avg_estabs_count_chg_2020,oty_annual_avg_estabs_count_pct_chg_2020,oty_annual_avg_emplvl_chg_2020,oty_annual_avg_emplvl_pct_chg_2020,oty_total_annual_wages_chg_2020,oty_total_annual_wages_pct_chg_2020,oty_taxable_annual_wages_chg_2020,oty_taxable_annual_wages_pct_chg_2020,oty_annual_contributions_chg_2020,oty_annual_contributions_pct_chg_2020,oty_annual_avg_wkly_wage_chg_2020,oty_annual_avg_wkly_wage_pct_chg_2020,oty_avg_annual_pay_chg_2020,oty_avg_annual_pay_pct_chg_2020,area_title_2021,agglvl_title_2021,annual_avg_estabs_count_2021,annual_avg_emplvl_2021,total_annual_wages_2021,taxable_annual_wages_2021,annual_contributions_2021,annual_avg_wkly_wage_2021,avg_annual_pay_2021,oty_annual_avg_estabs_count_chg_2021,oty_annual_avg_estabs_count_pct_chg_2021,oty_annual_avg_emplvl_chg_2021,oty_annual_avg_emplvl_pct_chg_2021,oty_total_annual_wages_chg_2021,oty_total_annual_wages_pct_chg_2021,oty_taxable_annual_wages_chg_2021,oty_taxable_annual_wages_pct_chg_2021,oty_annual_contributions_chg_2021,oty_annual_contributions_pct_chg_2021,oty_annual_avg_wkly_wage_chg_2021,oty_annual_avg_wkly_wage_pct_chg_2021,oty_avg_annual_pay_chg_2021,oty_avg_annual_pay_pct_chg_2021,area_title_2022,agglvl_title_2022,annual_avg_estabs_count_2022,annual_avg_emplvl_2022,total_annual_wages_2022,taxable_annual_wages_2022,annual_contributions_2022,annual_avg_wkly_wage_2022,avg_annual_pay_2022,oty_annual_avg_estabs_count_chg_2022,oty_annual_avg_estabs_count_pct_chg_2022,oty_annual_avg_emplvl_chg_2022,oty_annual_avg_emplvl_pct_chg_2022,oty_total_annual_wages_chg_2022,oty_total_annual_wages_pct_chg_2022,oty_taxable_annual_wages_chg_2022,oty_taxable_annual_wages_pct_chg_2022,oty_annual_contributions_chg_2022,oty_annual_contributions_pct_chg_2022,oty_annual_avg_wkly_wage_chg_2022,oty_annual_avg_wkly_wage_pct_chg_2022,oty_avg_annual_pay_chg_2022,oty_avg_annual_pay_pct_chg_2022
2593,47161,"Stewart County, Tennessee","County, Total Covered",209,2759,144298843,20480340,402731,1006,52295,12,6.1,-84,-3.0,26621,0.0,590988,3.0,-55395,-12.1,30,3.1,1556,3.1,"Stewart County, Tennessee","County, Total Covered",225,2785,150384551,20940170,426882,1038,53998,16,7.7,26,0.9,6085708,4.2,459830,2.2,24151,6.0,32,3.2,1703,3.3,"Stewart County, Tennessee","County, Total Covered",246,2875,168150017,22402389,379478,1125,58489,21,9.3,90,3.2,17765466,11.8,1462219,7.0,-47404,-11.1,87,8.4,4491,8.3
2594,47163,"Sullivan County, Tennessee","County, Total Covered",3586,65957,3367804039,466516961,4203112,982,51061,60,1.7,-2370,-3.5,37405261,1.1,3679469,0.8,-160187,-3.7,45,4.8,2319,4.8,"Sullivan County, Tennessee","County, Total Covered",3739,66266,3689120911,487973821,4305133,1071,55671,153,4.3,309,0.5,321316872,9.5,21456860,4.6,102021,2.4,89,9.1,4610,9.0,"Sullivan County, Tennessee","County, Total Covered",3900,68582,3991078396,514910678,4129944,1119,58194,161,4.3,2316,3.5,301957485,8.2,26936857,5.5,-175189,-4.1,48,4.5,2523,4.5
2595,47165,"Sumner County, Tennessee","County, Total Covered",4116,54544,2592703712,438068830,4574997,914,47534,139,3.5,-1257,-2.3,75431094,3.0,1291289,0.3,-321517,-6.6,46,5.3,2422,5.4,"Sumner County, Tennessee","County, Total Covered",4487,57239,2897220700,482020948,5163408,973,50616,371,9.0,2695,4.9,304516988,11.7,43952118,10.0,588411,12.9,59,6.5,3082,6.5,"Sumner County, Tennessee","County, Total Covered",4935,59244,3228109048,491944458,4774932,1048,54488,448,10.0,2005,3.5,330888348,11.4,9923510,2.1,-388476,-7.5,75,7.7,3872,7.6
2596,47167,"Tipton County, Tennessee","County, Total Covered",817,11351,486945934,78346035,1020166,825,42901,36,4.6,21,0.2,59714243,14.0,-438227,-0.6,56917,5.9,100,13.8,5192,13.8,"Tipton County, Tennessee","County, Total Covered",861,12024,530668659,87399412,1137185,849,44134,44,5.4,673,5.9,43722725,9.0,9053377,11.6,117019,11.5,24,2.9,1233,2.9,"Tipton County, Tennessee","County, Total Covered",897,12360,575022009,91926939,1062654,895,46522,36,4.2,336,2.8,44353350,8.4,4527527,5.2,-74531,-6.6,46,5.4,2388,5.4
2597,47169,"Trousdale County, Tennessee","County, Total Covered",133,1793,76670324,10856386,65231,823,42771,3,2.3,-130,-6.8,31256,0.0,-743854,-6.4,-3220,-4.7,56,7.3,2910,7.3,"Trousdale County, Tennessee","County, Total Covered",146,1861,80581742,11581095,80550,833,43304,13,9.8,68,3.8,3911418,5.1,724709,6.7,15319,23.5,10,1.2,533,1.2,"Trousdale County, Tennessee","County, Total Covered",156,1938,93389847,12034904,81455,927,48187,10,6.8,77,4.1,12808105,15.9,453809,3.9,905,1.1,94,11.3,4883,11.3
2598,47171,"Unicoi County, Tennessee","County, Total Covered",276,4752,222041291,31612561,330429,899,46730,13,4.9,-100,-2.1,3485882,1.6,-1370980,-4.2,-29385,-8.2,33,3.8,1683,3.7,"Unicoi County, Tennessee","County, Total Covered",290,4880,244898602,33721099,337033,965,50187,14,5.1,128,2.7,22857311,10.3,2108538,6.7,6604,2.0,66,7.3,3457,7.4,"Unicoi County, Tennessee","County, Total Covered",312,4893,253882332,35524187,308171,998,51892,22,7.6,13,0.3,8983730,3.7,1803088,5.3,-28862,-8.6,33,3.4,1705,3.4
2599,47173,"Union County, Tennessee","County, Total Covered",262,2449,92983777,17746718,146985,730,37968,9,3.6,-15,-0.6,3611776,4.0,-193349,-1.1,8465,6.1,32,4.6,1690,4.7,"Union County, Tennessee","County, Total Covered",273,2485,104487473,19117255,134905,809,42052,11,4.2,36,1.5,11503696,12.4,1370537,7.7,-12080,-8.2,79,10.8,4084,10.8,"Union County, Tennessee","County, Total Covered",285,2719,125969498,21668560,158834,891,46336,12,4.4,234,9.4,21482025,20.6,2551305,13.3,23929,17.7,82,10.1,4284,10.2
2600,47175,"Van Buren County, Tennessee","County, Total Covered",67,729,24857073,3330259,43225,656,34109,3,4.7,-62,-7.8,-497785,-2.0,-157231,-4.5,-7254,-14.4,39,6.3,2035,6.3,"Van Buren County, Tennessee","County, Total Covered",74,770,29000678,3510409,36126,724,37663,7,10.4,41,5.6,4143605,16.7,180150,5.4,-7099,-16.4,68,10.4,3554,10.4,"Van Buren County, Tennessee","County, Total Covered",80,846,32697580,3569056,32143,744,38669,6,8.1,76,9.9,3696902,12.7,58647,1.7,-3983,-11.0,20,2.8,1006,2.7
2601,47177,"Warren County, Tennessee","County, Total Covered",849,12448,502156772,87546825,730284,776,40340,23,2.8,-165,-1.3,-6357984,-1.3,-2781,0.0,-73955,-9.2,1,0.1,22,0.1,"Warren County, Tennessee","County, Total Covered",887,12521,531379116,89934406,706511,816,42441,38,4.5,73,0.6,29222344,5.8,2387581,2.7,-23773,-3.3,40,5.2,2101,5.2,"Warren County, Tennessee","County, Total Covered",931,12626,582820401,91326766,650790,888,46159,44,5.0,105,0.8,51441285,9.7,1392360,1.5,-55721,-7.9,72,8.8,3718,8.8
2602,47179,"Washington County, Tennessee","County, Total Covered",3159,59261,2743235421,378393346,3175500,890,46291,88,2.9,-1982,-3.2,109897542,4.2,7881850,2.1,-70883,-2.2,63,7.6,3293,7.7,"Washington County, Tennessee","County, Total Covered",3344,61682,2997660507,409283519,3365252,935,48599,185,5.9,2421,4.1,254425086,9.3,30890173,8.2,189752,6.0,45,5.1,2308,5.0,"Washington County, Tennessee","County, Total Covered",3616,63785,3258581788,438373470,3478595,982,51087,272,8.1,2103,3.4,260921281,8.7,29089951,7.1,113343,3.4,47,5.0,2488,5.1
2603,47181,"Wayne County, Tennessee","County, Total Covered",252,3829,150352125,26229337,267797,755,39269,12,5.0,105,2.8,20113091,15.4,1110398,4.4,-20503,-7.1,82,12.2,4291,12.3,"Wayne County, Tennessee","County, Total Covered",262,3775,152130278,26907920,278930,775,40297,10,4.0,-54,-1.4,1778153,1.2,678583,2.6,11133,4.2,20,2.6,1028,2.6,"Wayne County, Tennessee","County, Total Covered",278,4110,173529400,29112488,323686,812,42220,16,6.1,335,8.9,21399122,14.1,2204568,8.2,44756,16.0,37,4.8,1923,4.8
2604,47183,"Weakley County, Tennessee","County, Total Covered",591,10715,404156713,67130290,1669583,725,37719,-2,-0.3,-272,-2.5,9945968,2.5,-1512590,-2.2,17286,1.0,35,5.1,1840,5.1,"Weakley County, Tennessee","County, Total Covered",607,10844,432842982,74243254,1908414,768,39914,16,2.7,129,1.2,28686269,7.1,7112964,10.6,238831,14.3,43,5.9,2195,5.8,"Weakley County, Tennessee","County, Total Covered",633,10913,453130566,73383593,1736029,798,41521,26,4.3,69,0.6,20287584,4.7,-859661,-1.2,-172385,-9.0,30,3.9,1607,4.0
2605,47185,"White County, Tennessee","County, Total Covered",484,6903,258540598,48880287,498725,720,37452,17,3.6,-400,-5.5,-681144,-0.3,-1224411,-2.4,-14904,-2.9,37,5.4,1956,5.5,"White County, Tennessee","County, Total Covered",512,6857,277696449,50936640,495408,779,40501,28,5.8,-46,-0.7,19155851,7.4,2056353,4.2,-3317,-0.7,59,8.2,3049,8.1,"White County, Tennessee","County, Total Covered",537,7216,310738885,53148639,506027,828,43062,25,4.9,359,5.2,33042436,11.9,2211999,4.3,10619,2.1,49,6.3,2561,6.3
2606,47187,"Williamson County, Tennessee","County, Total Covered",10140,135131,9894697905,1173696582,11921988,1408,73223,543,5.7,-4942,-3.5,278543009,2.9,-23797821,-2.0,-426469,-3.5,88,6.7,4572,6.7,"Williamson County, Tennessee","County, Total Covered",11390,141890,11134323318,1288288968,13147085,1509,78471,1250,12.3,6759,5.0,1239625413,12.5,114592386,9.8,1225097,10.3,101,7.2,5248,7.2,"Williamson County, Tennessee","County, Total Covered",12806,149579,12350627569,1370526596,13291841,1588,82569,1416,12.4,7689,5.4,1216304251,10.9,82237628,6.4,144756,1.1,79,5.2,4098,5.2
2607,47189,"Wilson County, Tennessee","County, Total Covered",3285,50782,2347004084,447320341,3993666,889,46218,151,4.8,2215,4.6,245322898,11.7,36251798,8.8,92407,2.4,57,6.9,2944,6.8,"Wilson County, Tennessee","County, Total Covered",3630,56517,2805987016,508871014,4794629,955,49649,345,10.5,5735,11.3,458982932,19.6,61550673,13.8,800963,20.1,66,7.4,3431,7.4,"Wilson County, Tennessee","County, Total Covered",4057,60701,3227498061,555891389,5387254,1023,53170,427,11.8,4184,7.4,421511045,15.0,47020375,9.2,592625,12.4,68,7.1,3521,7.1
2608,47999,"Unknown Or Undefined, Tennessee","County, Total Covered",11289,61142,5170757553,660357305,10641170,1626,84570,578,5.4,5024,9.0,675630904,15.0,49569784,8.1,631801,6.3,86,5.6,4468,5.6,"Unknown Or Undefined, Tennessee","County, Total Covered",13062,75580,6862019875,827186384,13163470,1746,90791,1773,15.7,14438,23.6,1691262322,32.7,166829079,25.3,2522300,23.7,120,7.4,6221,7.4,"Unknown Or Undefined, Tennessee","County, Total Covered",16239,95891,8930277630,1029539751,14539334,1791,93129,3177,24.3,20311,26.9,2068257755,30.1,202353367,24.5,1375864,10.5,45,2.6,2338,2.6
2609,48000,Texas -- Statewide,"State, Total Covered",737064,12070210,758879179884,112880061347,1970323561,1209,62872,22082,3.1,-520196,-4.1,6051630178,0.8,-4162862891,-3.6,-350680423,-15.1,59,5.1,3078,5.1,Texas -- Statewide,"State, Total Covered",769389,12526069,826343142272,120674698650,2449027868,1269,65970,32325,4.4,455859,3.8,67463962388,8.9,7794637303,6.9,478704307,24.3,60,5.0,3098,4.9,Texas -- Statewide,"State, Total Covered",805090,13249119,922330629814,131948997209,2623266885,1339,69614,35701,4.6,723050,5.8,95987487542,11.6,11274298559,9.3,174239017,7.1,70,5.5,3644,5.5
2610,48001,"Anderson County, Texas","County, Total Covered",1628,19650,947421462,173948727,2222322,927,48215,21,1.3,-792,-3.9,11195945,1.2,-2666310,-1.5,-444748,-16.7,46,5.2,2416,5.3,"Anderson County, Texas","County, Total Covered",1671,19967,1050036500,169474658,2830189,1011,52590,43,2.6,317,1.6,102615038,10.8,-4474069,-2.6,607867,27.4,84,9.1,4375,9.1,"Anderson County, Texas","County, Total Covered",1759,20242,1158103245,200551734,3165114,1100,57213,88,5.3,275,1.4,108066745,10.3,31077076,18.3,334925,11.8,89,8.8,4623,8.8
2611,48003,"Andrews County, Texas","County, Total Covered",528,6996,473842930,70489997,857406,1302,67730,-3,-0.6,-1045,-13.0,-87766606,-15.6,-12412573,-15.0,-976293,-53.2,-41,-3.1,-2115,-3.0,"Andrews County, Texas","County, Total Covered",528,6984,508131751,74185356,1504951,1399,72757,0,0.0,-12,-0.2,34288821,7.2,3695359,5.2,647545,75.5,97,7.5,5027,7.4,"Andrews County, Texas","County, Total Covered",535,7552,560842735,80583993,1965257,1428,74262,7,1.3,568,8.1,52710984,10.4,6398637,8.6,460306,30.6,29,2.1,1505,2.1
2612,48005,"Angelina County, Texas","County, Total Covered",1916,33896,1463807202,279997543,3454300,830,43185,12,0.6,-1338,-3.8,20151511,1.4,-6645091,-2.3,-351456,-9.2,42,5.3,2211,5.4,"Angelina County, Texas","County, Total Covered",1952,34383,1555065002,292300937,4190499,870,45228,36,1.9,487,1.4,91257800,6.2,12303394,4.4,736199,21.3,40,4.8,2043,4.7,"Angelina County, Texas","County, Total Covered",1987,34947,1649731233,303948966,4355773,908,47206,35,1.8,564,1.6,94666231,6.1,11648029,4.0,165274,3.9,38,4.4,1978,4.4
2613,48007,"Aransas County, Texas","County, Total Covered",620,5412,217454817,47914694,655149,773,40181,11,1.8,-146,-2.6,-1044250,-0.5,-680056,-1.4,-73916,-10.1,17,2.2,865,2.2,"Aransas County, Texas","County, Total Covered",658,5915,254629986,53579591,932258,828,43045,38,6.1,503,9.3,37175169,17.1,5664897,11.8,277109,42.3,55,7.1,2864,7.1,"Aransas County, Texas","County, Total Covered",664,6274,286137398,58824816,951847,877,45604,6,0.9,359,6.1,31507412,12.4,5245225,9.8,19589,2.1,49,5.9,2559,5.9
2614,48009,"Archer County, Texas","County, Total Covered",254,1603,62502656,12324542,141963,750,39001,-11,-4.2,-165,-9.3,-4691496,-7.0,-1568227,-11.3,-80113,-36.1,19,2.6,995,2.6,"Archer County, Texas","County, Total Covered",257,1680,68713660,13019770,186385,786,40895,3,1.2,77,4.8,6211004,9.9,695228,5.6,44422,31.3,36,4.8,1894,4.9,"Archer County, Texas","County, Total Covered",258,1764,80150016,14783276,211192,874,45443,1,0.4,84,5.0,11436356,16.6,1763506,13.5,24807,13.3,88,11.2,4548,11.1
2615,48011,"Armstrong County, Texas","County, Total Covered",69,408,17102898,3382907,39716,807,41945,3,4.5,12,3.0,393394,2.4,178481,5.6,13288,50.3,-5,-0.6,-295,-0.7,"Armstrong County, Texas","County, Total Covered",69,418,16637983,3463545,52446,765,39804,0,0.0,10,2.5,-464915,-2.7,80638,2.4,12730,32.1,-42,-5.2,-2141,-5.1,"Armstrong County, Texas","County, Total Covered",79,477,23314847,5072531,107026,940,48904,10,14.5,59,14.1,6676864,40.1,1608986,46.5,54580,104.1,175,22.9,9100,22.9
2616,48013,"Atascosa County, Texas","County, Total Covered",921,12692,653708189,126389021,1813196,990,51506,11,1.2,-1527,-10.7,-132101283,-16.8,-7908469,-5.9,-1343561,-42.6,-73,-6.9,-3758,-6.8,"Atascosa County, Texas","County, Total Covered",928,12395,644920572,114027261,2357637,1001,52030,7,0.8,-297,-2.3,-8787617,-1.3,-12361760,-9.8,544441,30.0,11,1.1,524,1.0,"Atascosa County, Texas","County, Total Covered",951,13738,807248953,131452011,2920847,1130,58762,23,2.5,1343,10.8,162328381,25.2,17424750,15.3,563210,23.9,129,12.9,6732,12.9
2617,48015,"Austin County, Texas","County, Total Covered",1256,10607,559206600,106036510,1384864,1014,52723,74,6.3,-52,-0.5,30013726,5.7,2896452,2.8,-79270,-5.4,59,6.2,3073,6.2,"Austin County, Texas","County, Total Covered",1386,11427,654123706,106989100,1668780,1101,57243,130,10.4,820,7.7,94917106,17.0,952590,0.9,283916,20.5,87,8.6,4520,8.6,"Austin County, Texas","County, Total Covered",1517,12547,777092066,140614349,2403832,1191,61934,131,9.5,1120,9.8,122968360,18.8,33625249,31.4,735052,44.0,90,8.2,4691,8.2
2618,48017,"Bailey County, Texas","County, Total Covered",244,2503,106926043,22667664,221049,821,42716,-5,-2.0,-42,-1.7,6307449,6.3,-738555,-3.2,-14822,-6.3,61,8.0,3174,8.0,"Bailey County, Texas","County, Total Covered",237,2508,107006304,23065878,228877,821,42667,-7,-2.9,5,0.2,80261,0.1,398214,1.8,7828,3.5,0,0.0,-49,-0.1,"Bailey County, Texas","County, Total Covered",248,2421,112098858,21861842,219820,890,46301,11,4.6,-87,-3.5,5092554,4.8,-1204036,-5.2,-9057,-4.0,69,8.4,3634,8.5
2619,48019,"Bandera County, Texas","County, Total Covered",478,3358,132268273,27211819,295115,757,39386,3,0.6,-36,-1.1,5956427,4.7,-1125756,-4.0,-66041,-18.3,41,5.7,2171,5.8,"Bandera County, Texas","County, Total Covered",495,3491,142124150,29253171,347141,783,40715,17,3.6,133,4.0,9855877,7.5,2041352,7.5,52026,17.6,26,3.4,1329,3.4,"Bandera County, Texas","County, Total Covered",509,3683,156403571,31485437,380208,817,42466,14,2.8,192,5.5,14279421,10.0,2232266,7.6,33067,9.5,34,4.3,1751,4.3
2620,48021,"Bastrop County, Texas","County, Total Covered",1610,18431,798948942,150295470,2072794,834,43347,58,3.7,-306,-1.6,37067144,4.9,-951781,-0.6,-59721,-2.8,52,6.6,2686,6.6,"Bastrop County, Texas","County, Total Covered",1698,19585,896501785,164923452,2705011,880,45775,88,5.5,1154,6.3,97552843,12.2,14627982,9.7,632217,30.5,46,5.5,2428,5.6,"Bastrop County, Texas","County, Total Covered",1781,21051,1033048595,184868012,2979821,944,49073,83,4.9,1466,7.5,136546810,15.2,19944560,12.1,274810,10.2,64,7.3,3298,7.2
2621,48023,"Baylor County, Texas","County, Total Covered",182,1442,55141495,10572939,84097,736,38251,5,2.8,31,2.2,6538036,13.5,266713,2.6,-7679,-8.4,73,11.0,3799,11.0,"Baylor County, Texas","County, Total Covered",181,1464,61158350,11065973,114238,803,41782,-1,-0.5,22,1.5,6016855,10.9,493034,4.7,30141,35.8,67,9.1,3531,9.2,"Baylor County, Texas","County, Total Covered",188,1547,68638470,12494943,183371,853,44359,7,3.9,83,5.7,7480120,12.2,1428970,12.9,69133,60.5,50,6.2,2577,6.2
2622,48025,"Bee County, Texas","County, Total Covered",576,8443,324297953,52037476,767857,739,38410,-5,-0.9,-450,-5.1,-16696255,-4.9,-208930,-0.4,-60966,-7.4,2,0.3,65,0.2,"Bee County, Texas","County, Total Covered",570,7975,314824599,52953881,987746,759,39475,-6,-1.0,-468,-5.5,-9473354,-2.9,916405,1.8,219889,28.6,20,2.7,1065,2.8,"Bee County, Texas","County, Total Covered",571,8132,341446651,54127432,1041372,807,41990,1,0.2,157,2.0,26622052,8.5,1173551,2.2,53626,5.4,48,6.3,2515,6.4
2623,48027,"Bell County, Texas","County, Total Covered",5939,118586,6057909775,851439013,12588988,982,51085,190,3.3,-2198,-1.8,158552973,2.7,-6570456,-0.8,-727210,-5.5,43,4.6,2243,4.6,"Bell County, Texas","County, Total Covered",6215,121832,6517742832,903078417,15055385,1029,53498,276,4.6,3246,2.7,459833057,7.6,51639404,6.1,2466397,19.6,47,4.8,2413,4.7,"Bell County, Texas","County, Total Covered",6451,125917,7057341064,998585942,15447597,1078,56048,236,3.8,4085,3.4,539598232,8.3,95507525,10.6,392212,2.6,49,4.8,2550,4.8
2624,48029,"Bexar County, Texas","County, Total Covered",44201,832876,46770940532,7394176290,108660822,1080,56156,673,1.5,-45375,-5.2,610135160,1.3,-383903140,-4.9,-13854015,-11.3,69,6.8,3596,6.8,"Bexar County, Texas","County, Total Covered",44795,857640,50288062549,7915936476,141743846,1128,58635,594,1.3,24764,3.0,3517122017,7.5,521760186,7.1,33083024,30.4,48,4.4,2479,4.4,"Bexar County, Texas","County, Total Covered",45569,898899,55097049147,8501194740,148766744,1179,61294,774,1.7,41259,4.8,4808986598,9.6,585258264,7.4,7022898,5.0,51,4.5,2659,4.5
2625,48031,"Blanco County, Texas","County, Total Covered",431,3513,185272010,33345141,394953,1014,52746,15,3.6,101,3.0,15766770,9.3,1036545,3.2,-36716,-8.5,58,6.1,3060,6.2,"Blanco County, Texas","County, Total Covered",443,3606,193907478,35619417,492869,1034,53771,12,2.8,93,2.6,8635468,4.7,2274276,6.8,97916,24.8,20,2.0,1025,1.9,"Blanco County, Texas","County, Total Covered",479,3818,226524134,38519385,599764,1141,59325,36,8.1,212,5.9,32616656,16.8,2899968,8.1,106895,21.7,107,10.3,5554,10.3
2626,48033,"Borden County, Texas","County, Total Covered",65,296,13075877,2762064,29231,850,44200,0,0.0,38,14.7,2320802,21.6,730174,35.9,-945,-3.1,47,5.9,2433,5.8,"Borden County, Texas","County, Total Covered",68,434,21176598,5385179,73701,939,48813,3,4.6,138,46.6,8100721,62.0,2623115,95.0,44470,152.1,89,10.5,4613,10.4,"Borden County, Texas","County, Total Covered",77,498,32217826,6063449,95254,1243,64651,9,13.2,64,14.7,11041228,52.1,678270,12.6,21553,29.2,304,32.4,15838,32.4
2627,48035,"Bosque County, Texas","County, Total Covered",392,3693,165445091,28218836,280942,862,44802,4,1.0,-37,-1.0,10173912,6.6,1068782,3.9,15891,6.0,61,7.6,3170,7.6,"Bosque County, Texas","County, Total Covered",393,3780,171421191,29367898,363341,872,45356,1,0.3,87,2.4,5976100,3.6,1149062,4.1,82399,29.3,10,1.2,554,1.2,"Bosque County, Texas","County, Total Covered",411,3941,190423139,32386822,364449,929,48314,18,4.6,161,4.3,19001948,11.1,3018924,10.3,1108,0.3,57,6.5,2958,6.5
2628,48037,"Bowie County, Texas","County, Total Covered",2411,40349,1765694793,317572883,5012218,842,43760,8,0.3,-1634,-3.9,40732850,2.4,-11887992,-3.6,-222267,-4.2,52,6.6,2672,6.5,"Bowie County, Texas","County, Total Covered",2444,41233,1881393854,332368783,6111219,877,45629,33,1.4,884,2.2,115699061,6.6,14795900,4.7,1099001,21.9,35,4.2,1869,4.3,"Bowie County, Texas","County, Total Covered",2489,41302,2009213789,357019708,6020142,936,48647,45,1.8,69,0.2,127819935,6.8,24650925,7.4,-91077,-1.5,59,6.7,3018,6.6
2629,48039,"Brazoria County, Texas","County, Total Covered",6325,111076,6675153962,1039208380,24608195,1156,60095,145,2.3,-5495,-4.7,-173930132,-2.5,-70496293,-6.4,-4936037,-16.7,26,2.3,1340,2.3,"Brazoria County, Texas","County, Total Covered",6510,111992,6812543552,1065897687,26672476,1170,60831,185,2.9,916,0.8,137389590,2.1,26689307,2.6,2064281,8.4,14,1.2,736,1.2,"Brazoria County, Texas","County, Total Covered",6727,118102,7695318629,1167153392,30175039,1253,65158,217,3.3,6110,5.5,882775077,13.0,101255705,9.5,3502563,13.1,83,7.1,4327,7.1
2630,48041,"Brazos County, Texas","County, Total Covered",4899,103777,4745491162,662033113,8972311,879,45728,158,3.3,-3899,-3.6,163639784,3.6,-33389951,-4.8,-1403520,-13.5,61,7.5,3176,7.5,"Brazos County, Texas","County, Total Covered",5042,108530,5248730133,708040668,12180576,930,48362,143,2.9,4753,4.6,503238971,10.6,46007555,6.9,3208265,35.8,51,5.8,2634,5.8,"Brazos County, Texas","County, Total Covered",5177,117069,5959736199,796931119,13979975,979,50908,135,2.7,8539,7.9,711006066,13.5,88890451,12.6,1799399,14.8,49,5.3,2546,5.3
2631,48043,"Brewster County, Texas","County, Total Covered",401,3899,171346144,30398353,400523,845,43944,10,2.6,-216,-5.2,4121742,2.5,-623640,-2.0,59442,17.4,63,8.1,3302,8.1,"Brewster County, Texas","County, Total Covered",437,4058,187227701,32914534,468801,887,46144,36,9.0,159,4.1,15881557,9.3,2516181,8.3,68278,17.0,42,5.0,2200,5.0,"Brewster County, Texas","County, Total Covered",456,4131,196302303,33655206,464804,914,47519,19,4.3,73,1.8,9074602,4.8,740672,2.3,-3997,-0.9,27,3.0,1375,3.0
2632,48045,"Briscoe County, Texas","County, Total Covered",81,332,11759509,2496174,32796,682,35465,1,1.2,-16,-4.6,600432,5.4,-230304,-8.4,-8574,-20.7,66,10.7,3422,10.7,"Briscoe County, Texas","County, Total Covered",82,346,12667498,2716301,40566,704,36585,1,1.2,14,4.2,907989,7.7,220127,8.8,7770,23.7,22,3.2,1120,3.2,"Briscoe County, Texas","County, Total Covered",84,361,16861043,2850964,44605,899,46728,2,2.4,15,4.3,4193545,33.1,134663,5.0,4039,10.0,195,27.7,10143,27.7
2633,48047,"Brooks County, Texas","County, Total Covered",166,2643,121135945,16198448,209488,881,45830,-3,-1.8,-138,-5.0,870187,0.7,-184037,-1.1,-107471,-33.9,49,5.9,2586,6.0,"Brooks County, Texas","County, Total Covered",160,2560,121698247,15925315,265511,914,47548,-6,-3.6,-83,-3.1,562302,0.5,-273133,-1.7,56023,26.7,33,3.7,1718,3.7,"Brooks County, Texas","County, Total Covered",154,2499,124084327,15596384,261856,955,49660,-6,-3.8,-61,-2.4,2386080,2.0,-328931,-2.1,-3655,-1.4,41,4.5,2112,4.4
2634,48049,"Brown County, Texas","County, Total Covered",906,14777,594154313,124406592,1911793,773,40208,2,0.2,-706,-4.6,-5854871,-1.0,-2403037,-1.9,19330,1.0,28,3.8,1456,3.8,"Brown County, Texas","County, Total Covered",918,14957,629343525,127113968,2331152,809,42078,12,1.3,180,1.2,35189212,5.9,2707376,2.2,419359,21.9,36,4.7,1870,4.7,"Brown County, Texas","County, Total Covered",925,15099,675624951,133043297,2219396,861,44747,7,0.8,142,0.9,46281426,7.4,5929329,4.7,-111756,-4.8,52,6.4,2669,6.3
2635,48051,"Burleson County, Texas","County, Total Covered",445,4402,222638460,41104783,588241,973,50580,19,4.5,-136,-3.0,6076519,2.8,-2920824,-6.6,-240302,-29.0,55,6.0,2859,6.0,"Burleson County, Texas","County, Total Covered",440,4369,212417588,38998866,571975,935,48618,-5,-1.1,-33,-0.7,-10220872,-4.6,-2105917,-5.1,-16266,-2.8,-38,-3.9,-1962,-3.9,"Burleson County, Texas","County, Total Covered",455,4650,249691689,43417285,722689,1033,53703,15,3.4,281,6.4,37274101,17.5,4418419,11.3,150714,26.3,98,10.5,5085,10.5
2636,48053,"Burnet County, Texas","County, Total Covered",1432,14828,694198414,127237376,1328070,900,46817,55,4.0,-33,-0.2,42373508,6.5,3015718,2.4,-105857,-7.4,57,6.8,2955,6.7,"Burnet County, Texas","County, Total Covered",1510,15391,776088824,139677577,1778728,970,50425,78,5.4,563,3.8,81890410,11.8,12440201,9.8,450658,33.9,70,7.8,3608,7.7,"Burnet County, Texas","County, Total Covered",1611,16103,865147519,150421432,1811631,1033,53727,101,6.7,712,4.6,89058695,11.5,10743855,7.7,32903,1.8,63,6.5,3302,6.5
